task,worker,label
1-451,AI_-sigma_13,1
2-244,AI_-sigma_13,3
2-381,AI_-sigma_13,0
1-173,AI_-sigma_13,1
2-30,AI_-sigma_13,3
4-38,AI_-sigma_13,2
1-153,AI_-sigma_13,1
3-304,AI_-sigma_13,3
1-68,AI_-sigma_13,3
1-271,AI_-sigma_13,1
4-304,AI_-sigma_13,2
4-192,AI_-sigma_13,4
3-452,AI_-sigma_13,1
1-388,AI_-sigma_13,1
3-333,AI_-sigma_13,3
4-223,AI_-sigma_13,4
1-124,AI_-sigma_13,1
4-191,AI_-sigma_13,1
2-197,AI_-sigma_13,3
1-63,AI_-sigma_13,3
3-199,AI_-sigma_13,1
4-44,AI_-sigma_13,4
3-53,AI_-sigma_13,1
0-204,AI_-sigma_13,4
2-14,AI_-sigma_13,1
3-211,AI_-sigma_13,4
4-488,AI_-sigma_13,4
2-310,AI_-sigma_13,3
4-365,AI_-sigma_13,4
3-222,AI_-sigma_13,3
3-232,AI_-sigma_13,3
2-84,AI_-sigma_13,2
4-209,AI_-sigma_13,4
2-373,AI_-sigma_13,3
0-0,AI_-sigma_13,4
2-396,AI_-sigma_13,3
3-342,AI_-sigma_13,3
2-442,AI_-sigma_13,2
0-404,AI_-sigma_13,1
2-327,AI_-sigma_13,2
2-81,AI_-sigma_13,3
0-432,AI_-sigma_13,1
0-462,AI_-sigma_13,1
4-242,AI_-sigma_13,4
4-7,AI_-sigma_13,4
1-197,AI_-sigma_13,3
4-81,AI_-sigma_13,3
3-10,AI_-sigma_13,0
1-156,AI_-sigma_13,3
2-345,AI_-sigma_13,2
1-165,AI_-sigma_13,1
2-227,AI_-sigma_13,2
1-301,AI_-sigma_13,3
2-475,AI_-sigma_13,2
3-485,AI_-sigma_13,3
0-499,AI_-sigma_13,1
0-351,AI_-sigma_13,3
1-309,AI_-sigma_13,1
3-351,AI_-sigma_13,3
1-171,AI_-sigma_13,1
1-0,AI_-sigma_13,2
3-93,AI_-sigma_13,4
1-441,AI_-sigma_13,1
2-324,AI_-sigma_13,2
3-283,AI_-sigma_13,3
4-114,AI_-sigma_13,4
0-354,AI_-sigma_13,1
1-43,AI_-sigma_13,1
1-169,AI_-sigma_13,1
0-182,AI_-sigma_13,3
3-237,AI_-sigma_13,3
2-440,AI_-sigma_13,2
3-29,AI_-sigma_13,3
3-464,AI_-sigma_13,3
0-401,AI_-sigma_13,2
3-121,AI_-sigma_13,3
1-86,AI_-sigma_13,4
2-106,AI_-sigma_13,2
2-263,AI_-sigma_13,2
3-335,AI_-sigma_13,3
1-347,AI_-sigma_13,1
2-489,AI_-sigma_13,2
1-163,AI_-sigma_13,4
1-305,AI_-sigma_13,4
4-127,AI_-sigma_13,4
2-252,AI_-sigma_13,0
3-329,AI_-sigma_13,1
2-230,AI_-sigma_13,4
3-125,AI_-sigma_13,0
0-300,AI_-sigma_13,1
2-375,AI_-sigma_13,0
0-338,AI_-sigma_13,0
0-474,AI_-sigma_13,1
3-4,AI_-sigma_13,1
3-8,AI_-sigma_13,3
0-227,AI_-sigma_13,1
4-211,AI_-sigma_13,4
2-452,AI_-sigma_13,4
0-121,AI_-sigma_13,1
1-20,AI_-sigma_13,4
4-88,AI_-sigma_13,0
2-498,AI_-sigma_13,4
0-416,AI_-sigma_13,1
4-76,AI_-sigma_13,4
2-16,AI_-sigma_13,0
4-314,AI_-sigma_13,3
2-395,AI_-sigma_13,2
3-34,AI_-sigma_13,2
3-371,AI_-sigma_13,3
0-72,AI_-sigma_13,1
0-51,AI_-sigma_13,1
0-76,AI_-sigma_13,0
1-107,AI_-sigma_13,0
2-218,AI_-sigma_13,0
1-179,AI_-sigma_13,1
2-231,AI_-sigma_13,4
2-405,AI_-sigma_13,4
0-359,AI_-sigma_13,2
4-296,AI_-sigma_13,0
1-131,AI_-sigma_13,1
4-274,AI_-sigma_13,4
3-387,AI_-sigma_13,0
1-273,AI_-sigma_13,1
2-254,AI_-sigma_13,4
3-449,AI_-sigma_13,3
0-231,AI_-sigma_13,1
2-374,AI_-sigma_13,3
1-138,AI_-sigma_13,1
0-163,AI_-sigma_13,3
0-260,AI_-sigma_13,0
3-205,AI_-sigma_13,2
3-213,AI_-sigma_13,3
1-302,AI_-sigma_13,2
3-182,AI_-sigma_13,3
2-64,AI_-sigma_13,2
1-490,AI_-sigma_13,3
2-438,AI_-sigma_13,1
3-19,AI_-sigma_13,1
1-80,AI_-sigma_13,2
0-106,AI_-sigma_13,2
4-441,AI_-sigma_13,3
2-359,AI_-sigma_13,2
4-340,AI_-sigma_13,3
4-380,AI_-sigma_13,4
1-194,AI_-sigma_13,1
1-228,AI_-sigma_13,1
1-297,AI_-sigma_13,1
2-97,AI_-sigma_13,1
1-258,AI_-sigma_13,1
4-428,AI_-sigma_13,0
3-422,AI_-sigma_13,3
4-57,AI_-sigma_13,4
3-376,AI_-sigma_13,3
0-303,AI_-sigma_13,1
2-149,AI_-sigma_13,2
0-242,AI_-sigma_13,0
1-418,AI_-sigma_13,1
3-298,AI_-sigma_13,1
4-147,AI_-sigma_13,3
4-463,AI_-sigma_13,4
4-332,AI_-sigma_13,2
3-282,AI_-sigma_13,3
3-103,AI_-sigma_13,3
2-229,AI_-sigma_13,2
0-309,AI_-sigma_13,1
0-295,AI_-sigma_13,4
3-420,AI_-sigma_13,3
2-268,AI_-sigma_13,0
3-151,AI_-sigma_13,1
0-408,AI_-sigma_13,1
4-457,AI_-sigma_13,4
4-227,AI_-sigma_13,4
3-489,AI_-sigma_13,3
3-50,AI_-sigma_13,3
4-243,AI_-sigma_13,2
0-156,AI_-sigma_13,1
1-147,AI_-sigma_13,1
2-307,AI_-sigma_13,2
2-98,AI_-sigma_13,2
1-382,AI_-sigma_13,3
4-83,AI_-sigma_13,4
0-378,AI_-sigma_13,1
1-216,AI_-sigma_13,4
1-94,AI_-sigma_13,1
0-283,AI_-sigma_13,1
4-388,AI_-sigma_13,2
2-96,AI_-sigma_13,0
1-140,AI_-sigma_13,4
2-279,AI_-sigma_13,1
0-155,AI_-sigma_13,1
0-350,AI_-sigma_13,0
2-431,AI_-sigma_13,3
4-261,AI_-sigma_13,2
4-367,AI_-sigma_13,4
2-402,AI_-sigma_13,2
3-78,AI_-sigma_13,0
4-3,AI_-sigma_13,3
1-144,AI_-sigma_13,1
4-381,AI_-sigma_13,3
2-209,AI_-sigma_13,1
3-195,AI_-sigma_13,3
3-123,AI_-sigma_13,2
3-131,AI_-sigma_13,0
2-380,AI_-sigma_13,0
1-89,AI_-sigma_13,0
1-36,AI_-sigma_13,1
4-97,AI_-sigma_13,2
3-267,AI_-sigma_13,3
3-289,AI_-sigma_13,1
1-390,AI_-sigma_13,4
3-486,AI_-sigma_13,0
3-245,AI_-sigma_13,1
1-411,AI_-sigma_13,0
0-412,AI_-sigma_13,1
3-140,AI_-sigma_13,3
4-290,AI_-sigma_13,4
0-181,AI_-sigma_13,3
4-366,AI_-sigma_13,2
2-3,AI_-sigma_13,0
0-456,AI_-sigma_13,1
4-435,AI_-sigma_13,2
1-313,AI_-sigma_13,1
4-225,AI_-sigma_13,4
0-238,AI_-sigma_13,1
3-116,AI_-sigma_13,1
1-141,AI_-sigma_13,1
0-383,AI_-sigma_13,1
4-128,AI_-sigma_13,2
2-497,AI_-sigma_13,4
3-292,AI_-sigma_13,3
3-188,AI_-sigma_13,3
3-308,AI_-sigma_13,3
3-377,AI_-sigma_13,3
3-448,AI_-sigma_13,3
3-61,AI_-sigma_13,3
2-485,AI_-sigma_13,2
0-77,AI_-sigma_13,1
1-267,AI_-sigma_13,1
2-55,AI_-sigma_13,2
0-2,AI_-sigma_13,0
2-103,AI_-sigma_13,4
4-487,AI_-sigma_13,4
4-65,AI_-sigma_13,1
2-351,AI_-sigma_13,1
3-212,AI_-sigma_13,2
2-457,AI_-sigma_13,1
2-189,AI_-sigma_13,3
0-370,AI_-sigma_13,1
3-372,AI_-sigma_13,1
2-1,AI_-sigma_13,1
4-298,AI_-sigma_13,1
4-302,AI_-sigma_13,0
1-84,AI_-sigma_13,1
3-150,AI_-sigma_13,4
2-274,AI_-sigma_13,1
0-109,AI_-sigma_13,3
4-204,AI_-sigma_13,4
1-53,AI_-sigma_13,1
2-262,AI_-sigma_13,3
4-466,AI_-sigma_13,4
4-383,AI_-sigma_13,4
1-289,AI_-sigma_13,3
4-207,AI_-sigma_13,1
1-82,AI_-sigma_13,3
3-472,AI_-sigma_13,3
2-111,AI_-sigma_13,2
0-137,AI_-sigma_13,1
1-170,AI_-sigma_13,1
2-207,AI_-sigma_13,2
2-398,AI_-sigma_13,2
0-234,AI_-sigma_13,1
4-90,AI_-sigma_13,0
1-85,AI_-sigma_13,0
2-484,AI_-sigma_13,4
3-260,AI_-sigma_13,4
1-160,AI_-sigma_13,4
0-193,AI_-sigma_13,0
1-261,AI_-sigma_13,1
1-332,AI_-sigma_13,3
4-292,AI_-sigma_13,0
0-476,AI_-sigma_13,2
0-467,AI_-sigma_13,1
0-61,AI_-sigma_13,1
2-48,AI_-sigma_13,2
1-270,AI_-sigma_13,1
0-389,AI_-sigma_13,1
1-90,AI_-sigma_13,2
0-480,AI_-sigma_13,2
3-328,AI_-sigma_13,3
2-143,AI_-sigma_13,4
2-49,AI_-sigma_13,2
1-264,AI_-sigma_13,0
1-338,AI_-sigma_13,2
3-402,AI_-sigma_13,3
3-270,AI_-sigma_13,0
0-385,AI_-sigma_13,0
0-221,AI_-sigma_13,0
1-335,AI_-sigma_13,1
3-9,AI_-sigma_13,3
1-428,AI_-sigma_13,4
0-56,AI_-sigma_13,1
3-241,AI_-sigma_13,3
0-259,AI_-sigma_13,1
2-256,AI_-sigma_13,2
0-66,AI_-sigma_13,3
1-449,AI_-sigma_13,1
2-232,AI_-sigma_13,2
0-453,AI_-sigma_13,1
0-12,AI_-sigma_13,1
3-104,AI_-sigma_13,3
3-109,AI_-sigma_13,3
3-64,AI_-sigma_13,3
4-259,AI_-sigma_13,0
0-65,AI_-sigma_13,4
3-186,AI_-sigma_13,3
1-455,AI_-sigma_13,3
3-467,AI_-sigma_13,1
1-378,AI_-sigma_13,1
3-80,AI_-sigma_13,3
3-443,AI_-sigma_13,3
1-78,AI_-sigma_13,0
4-238,AI_-sigma_13,4
1-158,AI_-sigma_13,1
1-69,AI_-sigma_13,1
2-336,AI_-sigma_13,2
3-356,AI_-sigma_13,1
1-448,AI_-sigma_13,1
2-133,AI_-sigma_13,2
2-361,AI_-sigma_13,3
4-284,AI_-sigma_13,3
0-390,AI_-sigma_13,0
3-69,AI_-sigma_13,3
1-469,AI_-sigma_13,1
4-269,AI_-sigma_13,4
0-86,AI_-sigma_13,1
0-166,AI_-sigma_13,3
1-427,AI_-sigma_13,1
4-281,AI_-sigma_13,4
3-208,AI_-sigma_13,1
2-488,AI_-sigma_13,3
2-341,AI_-sigma_13,2
4-347,AI_-sigma_13,4
1-93,AI_-sigma_13,1
0-349,AI_-sigma_13,1
4-251,AI_-sigma_13,4
2-120,AI_-sigma_13,4
0-465,AI_-sigma_13,1
1-424,AI_-sigma_13,4
4-341,AI_-sigma_13,2
3-137,AI_-sigma_13,3
4-453,AI_-sigma_13,4
2-446,AI_-sigma_13,0
3-353,AI_-sigma_13,3
3-70,AI_-sigma_13,3
0-63,AI_-sigma_13,3
4-458,AI_-sigma_13,1
0-202,AI_-sigma_13,0
2-33,AI_-sigma_13,2
2-459,AI_-sigma_13,2
4-395,AI_-sigma_13,4
0-245,AI_-sigma_13,1
2-193,AI_-sigma_13,2
0-235,AI_-sigma_13,1
4-444,AI_-sigma_13,4
4-24,AI_-sigma_13,1
4-34,AI_-sigma_13,2
3-395,AI_-sigma_13,3
4-178,AI_-sigma_13,4
3-490,AI_-sigma_13,3
2-414,AI_-sigma_13,2
2-294,AI_-sigma_13,2
3-281,AI_-sigma_13,4
2-25,AI_-sigma_13,3
1-477,AI_-sigma_13,1
3-20,AI_-sigma_13,2
0-118,AI_-sigma_13,1
0-8,AI_-sigma_13,1
0-491,AI_-sigma_13,4
3-126,AI_-sigma_13,3
4-164,AI_-sigma_13,4
4-355,AI_-sigma_13,4
0-10,AI_-sigma_13,1
2-387,AI_-sigma_13,2
2-344,AI_-sigma_13,2
4-335,AI_-sigma_13,4
1-463,AI_-sigma_13,3
1-60,AI_-sigma_13,1
3-259,AI_-sigma_13,2
0-26,AI_-sigma_13,1
2-151,AI_-sigma_13,2
4-15,AI_-sigma_13,4
2-284,AI_-sigma_13,2
0-373,AI_-sigma_13,1
0-82,AI_-sigma_13,2
1-28,AI_-sigma_13,0
0-93,AI_-sigma_13,1
0-464,AI_-sigma_13,1
0-9,AI_-sigma_13,1
0-112,AI_-sigma_13,4
4-331,AI_-sigma_13,4
4-459,AI_-sigma_13,4
3-393,AI_-sigma_13,3
1-492,AI_-sigma_13,3
4-415,AI_-sigma_13,4
4-455,AI_-sigma_13,4
4-325,AI_-sigma_13,1
2-57,AI_-sigma_13,1
3-412,AI_-sigma_13,3
4-215,AI_-sigma_13,2
0-446,AI_-sigma_13,1
0-171,AI_-sigma_13,1
1-279,AI_-sigma_13,1
1-442,AI_-sigma_13,1
3-481,AI_-sigma_13,3
3-203,AI_-sigma_13,2
3-363,AI_-sigma_13,2
3-135,AI_-sigma_13,2
3-228,AI_-sigma_13,3
0-116,AI_-sigma_13,3
2-472,AI_-sigma_13,2
1-303,AI_-sigma_13,1
2-53,AI_-sigma_13,3
4-107,AI_-sigma_13,2
3-122,AI_-sigma_13,3
0-141,AI_-sigma_13,0
3-94,AI_-sigma_13,3
1-123,AI_-sigma_13,3
3-299,AI_-sigma_13,0
3-432,AI_-sigma_13,0
2-188,AI_-sigma_13,2
2-198,AI_-sigma_13,1
2-29,AI_-sigma_13,2
0-252,AI_-sigma_13,3
0-125,AI_-sigma_13,4
2-323,AI_-sigma_13,3
1-213,AI_-sigma_13,0
3-272,AI_-sigma_13,4
0-133,AI_-sigma_13,1
3-202,AI_-sigma_13,3
1-48,AI_-sigma_13,1
0-339,AI_-sigma_13,2
0-470,AI_-sigma_13,1
3-58,AI_-sigma_13,2
1-73,AI_-sigma_13,1
2-0,AI_-sigma_13,2
3-253,AI_-sigma_13,3
1-450,AI_-sigma_13,1
1-398,AI_-sigma_13,1
1-52,AI_-sigma_13,1
0-410,AI_-sigma_13,1
4-165,AI_-sigma_13,4
3-99,AI_-sigma_13,3
4-232,AI_-sigma_13,2
0-308,AI_-sigma_13,0
0-316,AI_-sigma_13,2
1-56,AI_-sigma_13,1
4-247,AI_-sigma_13,0
2-76,AI_-sigma_13,2
4-216,AI_-sigma_13,4
1-366,AI_-sigma_13,0
2-195,AI_-sigma_13,1
2-397,AI_-sigma_13,2
2-40,AI_-sigma_13,0
1-336,AI_-sigma_13,2
0-40,AI_-sigma_13,1
4-348,AI_-sigma_13,4
4-295,AI_-sigma_13,4
2-43,AI_-sigma_13,2
2-114,AI_-sigma_13,0
0-333,AI_-sigma_13,1
1-243,AI_-sigma_13,1
4-393,AI_-sigma_13,4
3-238,AI_-sigma_13,3
0-146,AI_-sigma_13,1
0-138,AI_-sigma_13,1
1-349,AI_-sigma_13,1
2-287,AI_-sigma_13,4
3-274,AI_-sigma_13,3
1-99,AI_-sigma_13,4
2-426,AI_-sigma_13,2
4-163,AI_-sigma_13,4
4-483,AI_-sigma_13,3
0-113,AI_-sigma_13,1
1-355,AI_-sigma_13,1
2-365,AI_-sigma_13,0
3-439,AI_-sigma_13,3
0-287,AI_-sigma_13,1
2-186,AI_-sigma_13,1
4-187,AI_-sigma_13,0
4-313,AI_-sigma_13,4
2-9,AI_-sigma_13,2
0-399,AI_-sigma_13,1
4-23,AI_-sigma_13,3
0-108,AI_-sigma_13,1
0-433,AI_-sigma_13,2
4-419,AI_-sigma_13,0
0-84,AI_-sigma_13,1
0-368,AI_-sigma_13,3
2-45,AI_-sigma_13,4
4-486,AI_-sigma_13,4
3-196,AI_-sigma_13,4
3-334,AI_-sigma_13,0
1-394,AI_-sigma_13,1
2-187,AI_-sigma_13,4
1-471,AI_-sigma_13,1
3-499,AI_-sigma_13,3
4-496,AI_-sigma_13,4
2-137,AI_-sigma_13,2
0-358,AI_-sigma_13,4
3-491,AI_-sigma_13,3
2-168,AI_-sigma_13,2
1-211,AI_-sigma_13,1
4-184,AI_-sigma_13,2
0-380,AI_-sigma_13,1
0-438,AI_-sigma_13,1
2-249,AI_-sigma_13,2
0-97,AI_-sigma_13,4
2-38,AI_-sigma_13,2
1-256,AI_-sigma_13,1
1-430,AI_-sigma_13,1
4-239,AI_-sigma_13,4
0-413,AI_-sigma_13,1
0-90,AI_-sigma_13,3
4-36,AI_-sigma_13,4
0-80,AI_-sigma_13,4
3-169,AI_-sigma_13,3
2-450,AI_-sigma_13,2
4-356,AI_-sigma_13,4
2-23,AI_-sigma_13,2
3-385,AI_-sigma_13,0
4-169,AI_-sigma_13,4
1-242,AI_-sigma_13,0
3-493,AI_-sigma_13,3
2-444,AI_-sigma_13,1
4-200,AI_-sigma_13,4
0-396,AI_-sigma_13,3
2-360,AI_-sigma_13,4
3-23,AI_-sigma_13,3
2-20,AI_-sigma_13,2
4-430,AI_-sigma_13,4
0-53,AI_-sigma_13,0
1-102,AI_-sigma_13,0
0-261,AI_-sigma_13,0
3-83,AI_-sigma_13,3
4-4,AI_-sigma_13,4
2-386,AI_-sigma_13,1
0-460,AI_-sigma_13,1
1-12,AI_-sigma_13,1
4-357,AI_-sigma_13,4
0-132,AI_-sigma_13,1
2-264,AI_-sigma_13,2
3-184,AI_-sigma_13,0
4-37,AI_-sigma_13,0
3-306,AI_-sigma_13,4
1-385,AI_-sigma_13,4
0-201,AI_-sigma_13,1
0-214,AI_-sigma_13,4
0-33,AI_-sigma_13,1
3-370,AI_-sigma_13,3
4-78,AI_-sigma_13,4
2-415,AI_-sigma_13,3
3-405,AI_-sigma_13,3
0-315,AI_-sigma_13,1
3-415,AI_-sigma_13,3
2-421,AI_-sigma_13,2
3-434,AI_-sigma_13,4
0-494,AI_-sigma_13,1
2-313,AI_-sigma_13,1
0-124,AI_-sigma_13,4
3-3,AI_-sigma_13,3
4-235,AI_-sigma_13,4
4-6,AI_-sigma_13,4
4-43,AI_-sigma_13,1
4-494,AI_-sigma_13,3
1-210,AI_-sigma_13,4
2-417,AI_-sigma_13,4
4-249,AI_-sigma_13,3
2-192,AI_-sigma_13,0
3-374,AI_-sigma_13,3
0-369,AI_-sigma_13,1
4-161,AI_-sigma_13,4
0-47,AI_-sigma_13,1
3-310,AI_-sigma_13,3
1-10,AI_-sigma_13,4
4-270,AI_-sigma_13,4
0-147,AI_-sigma_13,2
4-233,AI_-sigma_13,2
4-221,AI_-sigma_13,4
3-106,AI_-sigma_13,4
3-295,AI_-sigma_13,3
4-166,AI_-sigma_13,4
1-417,AI_-sigma_13,3
4-214,AI_-sigma_13,4
3-390,AI_-sigma_13,4
0-14,AI_-sigma_13,0
2-370,AI_-sigma_13,3
4-143,AI_-sigma_13,4
4-397,AI_-sigma_13,4
1-127,AI_-sigma_13,1
2-118,AI_-sigma_13,1
4-434,AI_-sigma_13,4
0-312,AI_-sigma_13,1
3-146,AI_-sigma_13,4
1-241,AI_-sigma_13,1
2-328,AI_-sigma_13,0
3-326,AI_-sigma_13,3
3-14,AI_-sigma_13,3
2-225,AI_-sigma_13,2
1-277,AI_-sigma_13,1
3-290,AI_-sigma_13,1
2-183,AI_-sigma_13,2
3-403,AI_-sigma_13,4
2-368,AI_-sigma_13,2
4-379,AI_-sigma_13,4
1-116,AI_-sigma_13,1
3-477,AI_-sigma_13,3
4-56,AI_-sigma_13,0
1-227,AI_-sigma_13,2
4-375,AI_-sigma_13,4
3-428,AI_-sigma_13,3
0-87,AI_-sigma_13,0
4-139,AI_-sigma_13,4
4-173,AI_-sigma_13,4
4-112,AI_-sigma_13,0
0-180,AI_-sigma_13,1
3-367,AI_-sigma_13,3
2-206,AI_-sigma_13,2
3-280,AI_-sigma_13,3
2-26,AI_-sigma_13,2
1-232,AI_-sigma_13,1
0-392,AI_-sigma_13,1
3-226,AI_-sigma_13,2
4-370,AI_-sigma_13,4
3-383,AI_-sigma_13,3
3-45,AI_-sigma_13,1
1-480,AI_-sigma_13,1
4-156,AI_-sigma_13,4
1-177,AI_-sigma_13,4
2-272,AI_-sigma_13,3
0-488,AI_-sigma_13,1
3-424,AI_-sigma_13,4
4-437,AI_-sigma_13,1
4-470,AI_-sigma_13,4
1-437,AI_-sigma_13,1
2-458,AI_-sigma_13,4
1-470,AI_-sigma_13,1
1-255,AI_-sigma_13,3
0-492,AI_-sigma_13,4
0-95,AI_-sigma_13,1
1-7,AI_-sigma_13,4
4-479,AI_-sigma_13,4
2-465,AI_-sigma_13,4
0-168,AI_-sigma_13,1
