task,worker,label
336,AI_max_19,3
337,AI_max_19,1
338,AI_max_19,1
339,AI_max_19,2
340,AI_max_19,3
341,AI_max_19,2
342,AI_max_19,1
343,AI_max_19,3
344,AI_max_19,1
345,AI_max_19,1
346,AI_max_19,3
347,AI_max_19,2
348,AI_max_19,1
349,AI_max_19,1
350,AI_max_19,3
351,AI_max_19,1
352,AI_max_19,2
353,AI_max_19,1
354,AI_max_19,1
355,AI_max_19,3
356,AI_max_19,2
357,AI_max_19,2
358,AI_max_19,1
359,AI_max_19,3
360,AI_max_19,1
361,AI_max_19,2
362,AI_max_19,3
363,AI_max_19,1
364,AI_max_19,1
365,AI_max_19,1
366,AI_max_19,3
367,AI_max_19,1
368,AI_max_19,2
369,AI_max_19,1
370,AI_max_19,2
371,AI_max_19,3
372,AI_max_19,1
373,AI_max_19,1
374,AI_max_19,1
375,AI_max_19,2
376,AI_max_19,3
377,AI_max_19,3
378,AI_max_19,1
379,AI_max_19,1
380,AI_max_19,2
381,AI_max_19,2
382,AI_max_19,3
383,AI_max_19,1
384,AI_max_19,1
385,AI_max_19,1
386,AI_max_19,3
387,AI_max_19,2
388,AI_max_19,1
389,AI_max_19,2
390,AI_max_19,1
391,AI_max_19,3
392,AI_max_19,1
393,AI_max_19,1
394,AI_max_19,2
395,AI_max_19,1
396,AI_max_19,3
397,AI_max_19,2
398,AI_max_19,1
399,AI_max_19,1
400,AI_max_19,3
401,AI_max_19,1
402,AI_max_19,2
403,AI_max_19,3
404,AI_max_19,1
405,AI_max_19,1
406,AI_max_19,3
407,AI_max_19,2
408,AI_max_19,1
409,AI_max_19,2
410,AI_max_19,1
411,AI_max_19,1
412,AI_max_19,3
413,AI_max_19,1
414,AI_max_19,2
415,AI_max_19,1
416,AI_max_19,3
417,AI_max_19,1
418,AI_max_19,3
419,AI_max_19,2
420,AI_max_19,1
421,AI_max_19,1
422,AI_max_19,3
423,AI_max_19,1
424,AI_max_19,2
425,AI_max_19,3
426,AI_max_19,1
427,AI_max_19,2
428,AI_max_19,1
429,AI_max_19,2
430,AI_max_19,1
431,AI_max_19,1
432,AI_max_19,3
433,AI_max_19,2
434,AI_max_19,1
435,AI_max_19,3
436,AI_max_19,1
437,AI_max_19,1
438,AI_max_19,3
439,AI_max_19,2
440,AI_max_19,1
441,AI_max_19,3
442,AI_max_19,2
443,AI_max_19,1
444,AI_max_19,1
445,AI_max_19,1
446,AI_max_19,3
447,AI_max_19,2
448,AI_max_19,1
449,AI_max_19,3
450,AI_max_19,2
451,AI_max_19,1
452,AI_max_19,1
453,AI_max_19,1
454,AI_max_19,2
455,AI_max_19,1
456,AI_max_19,3
457,AI_max_19,1
458,AI_max_19,3
459,AI_max_19,2
460,AI_max_19,1
461,AI_max_19,1
462,AI_max_19,3
463,AI_max_19,1
464,AI_max_19,2
465,AI_max_19,3
466,AI_max_19,2
467,AI_max_19,1
468,AI_max_19,1
469,AI_max_19,3
470,AI_max_19,1
471,AI_max_19,1
472,AI_max_19,2
473,AI_max_19,3
474,AI_max_19,2
475,AI_max_19,1
476,AI_max_19,1
477,AI_max_19,2
478,AI_max_19,1
479,AI_max_19,3
480,AI_max_19,1
481,AI_max_19,1
482,AI_max_19,1
483,AI_max_19,3
484,AI_max_19,2
485,AI_max_19,1
486,AI_max_19,3
487,AI_max_19,1
488,AI_max_19,2
489,AI_max_19,1
490,AI_max_19,2
491,AI_max_19,3
492,AI_max_19,1
493,AI_max_19,1
494,AI_max_19,3
495,AI_max_19,1
496,AI_max_19,2
497,AI_max_19,2
498,AI_max_19,1
499,AI_max_19,1
500,AI_max_19,3
501,AI_max_19,2
502,AI_max_19,1
503,AI_max_19,3
504,AI_max_19,1
505,AI_max_19,1
506,AI_max_19,3
507,AI_max_19,1
508,AI_max_19,2
509,AI_max_19,3
510,AI_max_19,1
511,AI_max_19,1
512,AI_max_19,2
513,AI_max_19,3
514,AI_max_19,1
515,AI_max_19,2
516,AI_max_19,1
517,AI_max_19,3
518,AI_max_19,1
519,AI_max_19,1
520,AI_max_19,2
521,AI_max_19,2
522,AI_max_19,1
523,AI_max_19,3
524,AI_max_19,1
525,AI_max_19,1
526,AI_max_19,3
527,AI_max_19,1
528,AI_max_19,2
529,AI_max_19,1
530,AI_max_19,2
531,AI_max_19,3
532,AI_max_19,1
533,AI_max_19,1
534,AI_max_19,2
535,AI_max_19,1
536,AI_max_19,3
537,AI_max_19,2
538,AI_max_19,1
539,AI_max_19,3
540,AI_max_19,1
541,AI_max_19,1
542,AI_max_19,1
543,AI_max_19,2
544,AI_max_19,3
545,AI_max_19,2
546,AI_max_19,3
547,AI_max_19,1
548,AI_max_19,1
549,AI_max_19,3
550,AI_max_19,1
551,AI_max_19,1
552,AI_max_19,2
553,AI_max_19,3
554,AI_max_19,1
555,AI_max_19,2
556,AI_max_19,1
557,AI_max_19,1
558,AI_max_19,1
559,AI_max_19,2
560,AI_max_19,3
561,AI_max_19,1
562,AI_max_19,1
563,AI_max_19,3
564,AI_max_19,2
565,AI_max_19,1
566,AI_max_19,2
567,AI_max_19,3
568,AI_max_19,1
569,AI_max_19,3
570,AI_max_19,1
571,AI_max_19,1
572,AI_max_19,2
573,AI_max_19,1
574,AI_max_19,3
575,AI_max_19,2
576,AI_max_19,1
577,AI_max_19,1
578,AI_max_19,1
579,AI_max_19,3
580,AI_max_19,2
581,AI_max_19,3
582,AI_max_19,1
583,AI_max_19,2
584,AI_max_19,1
