task,worker,label,gt
1288139827578376192,gpt3.5_samples_100,0,0
1288665114481012736,gpt3.5_samples_100,0,0
1347265743889588224,gpt3.5_samples_100,1,1
1274042464962314240,gpt3.5_samples_100,,4
1285755702695415808,gpt3.5_samples_100,,3
1347154429057900544,gpt3.5_samples_100,1,1
1349725960799719424,gpt3.5_samples_100,1,1
1266086792433766400,gpt3.5_samples_100,0,0
1347957281833545728,gpt3.5_samples_100,3,3
1321507504392704000,gpt3.5_samples_100,0,0
1334140773902770176,gpt3.5_samples_100,1,1
1317541551099269120,gpt3.5_samples_100,,4
1341590193631969280,gpt3.5_samples_100,0,0
1259842719851048960,gpt3.5_samples_100,,4
1237588681461911552,gpt3.5_samples_100,0,0
1347833160634085376,gpt3.5_samples_100,1,1
1263166633888976896,gpt3.5_samples_100,,4
1281659152046198784,gpt3.5_samples_100,,4
1338324204857434112,gpt3.5_samples_100,,4
1352607405486596096,gpt3.5_samples_100,,4
1321682723480678400,gpt3.5_samples_100,0,0
1347845541921607680,gpt3.5_samples_100,1,1
1265415545882505216,gpt3.5_samples_100,1,1
1288584560981278720,gpt3.5_samples_100,3,4
1349906671116627968,gpt3.5_samples_100,1,1
1334399702549188608,gpt3.5_samples_100,0,0
1349367001563725824,gpt3.5_samples_100,1,1
1327269865481265152,gpt3.5_samples_100,1,1
1341913771191791616,gpt3.5_samples_100,0,0
1321490301484208128,gpt3.5_samples_100,0,0
1347767181019381760,gpt3.5_samples_100,1,1
1332767121433112576,gpt3.5_samples_100,0,0
1351522011974086656,gpt3.5_samples_100,,4
1265985138883809280,gpt3.5_samples_100,1,1
1227231575445843968,gpt3.5_samples_100,0,0
1336710160610365440,gpt3.5_samples_100,0,0
1353556388086231040,gpt3.5_samples_100,0,0
1270076503263531008,gpt3.5_samples_100,,4
1358225597231755264,gpt3.5_samples_100,,4
1296236431371837440,gpt3.5_samples_100,,4
1373860310008926208,gpt3.5_samples_100,1,1
1293852305482293248,gpt3.5_samples_100,3,3
1349901915677593600,gpt3.5_samples_100,0,0
1265843388894580736,gpt3.5_samples_100,0,0
1315783368622080000,gpt3.5_samples_100,0,0
1336754217516613632,gpt3.5_samples_100,0,0
1327827666678910976,gpt3.5_samples_100,0,3
1325202306552324096,gpt3.5_samples_100,1,1
1292924682010628096,gpt3.5_samples_100,0,0
1266158945707495424,gpt3.5_samples_100,,4
1312897334762643456,gpt3.5_samples_100,,4
1322490284727566336,gpt3.5_samples_100,0,0
1351352672423731200,gpt3.5_samples_100,1,1
1376253888551124992,gpt3.5_samples_100,,4
1290688051304378368,gpt3.5_samples_100,2,2
1384237790343299072,gpt3.5_samples_100,,4
1329131894282219520,gpt3.5_samples_100,0,0
1337175708586663936,gpt3.5_samples_100,,4
1266129458110423040,gpt3.5_samples_100,,4
1327983628161347584,gpt3.5_samples_100,1,1
1349405479194271744,gpt3.5_samples_100,0,4
1342812630474514432,gpt3.5_samples_100,0,0
1333971908484882432,gpt3.5_samples_100,0,0
1285770821584093184,gpt3.5_samples_100,0,0
1352781976168615936,gpt3.5_samples_100,,4
1346977418763005952,gpt3.5_samples_100,1,1
1345184266330595328,gpt3.5_samples_100,0,0
1336992658586210304,gpt3.5_samples_100,0,0
1270086686366711808,gpt3.5_samples_100,,4
1343725765251100672,gpt3.5_samples_100,0,0
1347817166003789824,gpt3.5_samples_100,,4
1274177329061933056,gpt3.5_samples_100,3,3
1349651316654661632,gpt3.5_samples_100,,4
1348281832375152640,gpt3.5_samples_100,0,0
1257727831758516224,gpt3.5_samples_100,,4
1265927948617613312,gpt3.5_samples_100,,1
1334043186746904576,gpt3.5_samples_100,0,0
1317000460004282368,gpt3.5_samples_100,0,0
1347770188708671488,gpt3.5_samples_100,,4
1360803496468045824,gpt3.5_samples_100,1,1
1382029452083798016,gpt3.5_samples_100,0,0
1349501241332785152,gpt3.5_samples_100,,4
1349032418439663616,gpt3.5_samples_100,1,1
1349899823244304384,gpt3.5_samples_100,1,1
1348055162116591616,gpt3.5_samples_100,1,1
1349409670235107328,gpt3.5_samples_100,0,0
1348157886447243264,gpt3.5_samples_100,0,4
1342209628856328192,gpt3.5_samples_100,0,0
1356428940609421312,gpt3.5_samples_100,,4
1322522049047367680,gpt3.5_samples_100,0,0
1286110379106537472,gpt3.5_samples_100,2,2
1354835929484169216,gpt3.5_samples_100,0,0
1358868537712943104,gpt3.5_samples_100,1,1
1345135003357777920,gpt3.5_samples_100,0,0
1322044065928523776,gpt3.5_samples_100,0,0
1319726787874623488,gpt3.5_samples_100,0,0
1349912338497896448,gpt3.5_samples_100,1,1
1323314151460990976,gpt3.5_samples_100,0,0
1378965726808190976,gpt3.5_samples_100,,4
1349224730180677632,gpt3.5_samples_100,1,1
1331962683042779136,gpt3.5_samples_100,0,0
1294444758379769856,gpt3.5_samples_100,,4
1309329843457126400,gpt3.5_samples_100,0,0
1347102486201393152,gpt3.5_samples_100,1,1
1326358255048790016,gpt3.5_samples_100,,0
1321192079079493632,gpt3.5_samples_100,0,0
1353784887464005632,gpt3.5_samples_100,3,0
1305228921072357376,gpt3.5_samples_100,,4
1317447597112655872,gpt3.5_samples_100,0,0
1332668090325237760,gpt3.5_samples_100,0,0
1266186504658989056,gpt3.5_samples_100,0,0
1258882814054891520,gpt3.5_samples_100,0,0
1354750718314487808,gpt3.5_samples_100,,4
1348074761591652352,gpt3.5_samples_100,1,1
1346977436538433536,gpt3.5_samples_100,1,1
1357916774851874816,gpt3.5_samples_100,0,0
1323648292824166400,gpt3.5_samples_100,,4
1343963005583843328,gpt3.5_samples_100,0,0
1344069038285058048,gpt3.5_samples_100,0,0
1349076668351131648,gpt3.5_samples_100,0,0
1351907691816509440,gpt3.5_samples_100,1,1
1348270144531869696,gpt3.5_samples_100,0,0
1375626755915067392,gpt3.5_samples_100,,4
1344299056839979008,gpt3.5_samples_100,0,0
